"source_file","contract_number","contract_id","contract_subject","contract_domain","supplier_name","supplier_id","item_id","item_type","item_description","item_sku","quantity","unit_price","total_price","has_discount","discount_type","discount_value","original_price","discounted_price","is_bundle","bundle_components","is_multi_year","duration_years","total_price_multi_year","annual_rate","classification_label","class_l1","class_l2","class_l3","class_confidence_level","class_final_score","class_method","class_timestamp","class_macro_type"
"01. Batch 1/7010169734/acq_all_oda/MATICMIND_A119850_RFQ_70820_GualaPack.pdf","7010169734","701016973403","RdO: A119850_RFQ_70820 - MATICMIND per Soluzione Fortinet c/o il Cliente Guala Pack","sicurezza","MATICMIND","250387406080783","7010169734030001","SERVICE","Manutenzione per il Sito Carmagnola","","0.0","0.0","1156.92","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8482418737411499","intelligent_multi_step","2025-10-25T12:23:26.977419","SERVICE"
"01. Batch 1/7010169734/acq_all_oda/MATICMIND_A119850_RFQ_70820_GualaPack.pdf","7010169734","701016973403","RdO: A119850_RFQ_70820 - MATICMIND per Soluzione Fortinet c/o il Cliente Guala Pack","sicurezza","MATICMIND","250387406080783","7010169734030002","SERVICE","Manutenzione per il Sito Piacenza","","0.0","0.0","8532.31","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8487924537658691","intelligent_multi_step","2025-10-25T12:23:30.146503","SERVICE"
"01. Batch 1/7010169734/acq_all_oda/MATICMIND_A119850_RFQ_70820_GualaPack.pdf","7010169734","701016973403","RdO: A119850_RFQ_70820 - MATICMIND per Soluzione Fortinet c/o il Cliente Guala Pack","sicurezza","MATICMIND","250387406080783","7010169734030003","SERVICE","Servizi per il Sito Piacenza","","0.0","0.0","10336.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8652106857299805","intelligent_multi_step","2025-10-25T12:23:32.815398","SERVICE"
"01. Batch 1/7010169734/acq_all_oda/MATICMIND_A119850_RFQ_70820_GualaPack.pdf","7010169734","701016973403","RdO: A119850_RFQ_70820 - MATICMIND per Soluzione Fortinet c/o il Cliente Guala Pack","sicurezza","MATICMIND","250387406080783","7010169734030004","HARDWARE","Lotto 4 - Sito Carmagnola (Materiale)","","0.0","0.0","11302.56","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SECURITY","HW","NETWORKING","SECURITY","MEDIUM","0.5501073586940766","intelligent_multi_step","2025-10-25T12:23:35.611885","HARDWARE"
"01. Batch 1/7010169734/acq_all_oda/MATICMIND_A119850_RFQ_70820_GualaPack.pdf","7010169734","701016973403","RdO: A119850_RFQ_70820 - MATICMIND per Soluzione Fortinet c/o il Cliente Guala Pack","sicurezza","MATICMIND","250387406080783","7010169734030005","HARDWARE","Lotto 1, 2 e 3 - Sito Piacenza","","0.0","0.0","110498.17","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/INFRASTRUCTURE/SITE","HW","INFRASTRUCTURE","SITE","MEDIUM","0.6528050146102905","deep_reclassification","2025-10-25T12:23:38.815672","HARDWARE"
"01. Batch 1/7010169734/acq_stampa_oda/Stampa Ordine 7010169734.pdf","7010169734","701016973404","Fornitura apparati Fortinet, relativi servizi professionali e di manutenzione 60 mesi c/o il Cliente Finale ""GUALA PACK S.p.A.""","sicurezza","MATICMIND SPA","250387406080783","7010169734040001","SERVICE","Servizi di Manutenzione LOTTO 0004 - Sito Carmagnola (Anno 1). Codice esterno: VAS-290920-27. Cliente finale: GUALA PACK S.p.A. Destinazione: V. MONTEU ROERO, 18/2 - CARMAGNOLA (TO).","","1.0","231.38","231.38","False","","0.0","0.0","0.0","False","","True","5","1156.92","231.38","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.5748492188453674","intelligent_multi_step","2025-10-25T12:33:05.348216","SERVICE"
"01. Batch 1/7010169734/acq_stampa_oda/Stampa Ordine 7010169734.pdf","7010169734","701016973404","Fornitura apparati Fortinet, relativi servizi professionali e di manutenzione 60 mesi c/o il Cliente Finale ""GUALA PACK S.p.A.""","sicurezza","MATICMIND SPA","250387406080783","7010169734040002","SERVICE","Servizi di Manutenzione LOTTO 0004 - Sito Carmagnola (Anno 5). Codice esterno: VAS-290920-27. Cliente finale: GUALA PACK S.p.A. Destinazione: V. MONTEU ROERO, 18/2 - CARMAGNOLA (TO).","","1.0","231.4","231.4","False","","0.0","0.0","0.0","False","","True","5","1156.92","231.38","","","","","","","","",""
"01. Batch 1/7010169734/acq_stampa_oda/Stampa Ordine 7010169734.pdf","7010169734","701016973404","Fornitura apparati Fortinet, relativi servizi professionali e di manutenzione 60 mesi c/o il Cliente Finale ""GUALA PACK S.p.A.""","sicurezza","MATICMIND SPA","250387406080783","7010169734040003","SERVICE","Servizi di manutenzione LOTTO 1 e 2 per il sito di Piacenza (Anno 1). Codice esterno: VAS-290920-26. Cliente finale: GUALA PACK S.p.A. Destinazione: V. ARDA, 11 - PIACENZA (PC).","","1.0","1706.46","1706.46","False","","0.0","0.0","0.0","False","","True","5","8532.31","1706.46","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.5921768090724945","intelligent_multi_step","2025-10-25T12:33:09.359608","SERVICE"
"01. Batch 1/7010169734/acq_stampa_oda/Stampa Ordine 7010169734.pdf","7010169734","701016973404","Fornitura apparati Fortinet, relativi servizi professionali e di manutenzione 60 mesi c/o il Cliente Finale ""GUALA PACK S.p.A.""","sicurezza","MATICMIND SPA","250387406080783","7010169734040004","SERVICE","Servizi di manutenzione LOTTO 1 e 2 per il sito di Piacenza (Anno 5). Codice esterno: VAS-290920-26. Cliente finale: GUALA PACK S.p.A. Destinazione: V. ARDA, 11 - PIACENZA (PC).","","1.0","1706.47","1706.47","False","","0.0","0.0","0.0","False","","True","5","8532.31","1706.46","","","","","","","","",""
"01. Batch 1/7010148320/acq_all_oda/18.PH.2587.03_TIM-BKI_ServiziAppADVA.pdf","7010148320","701014832005","Fornitura in opera e relativi servizi ADVA c/o cliente Banca D'Italia","networking","LUTECH S.P.A.","228961212086989","7010148320050001","SERVICE","Servizi gestiti per 6 anni","","0.0","0.0","91288.0","False","","0.0","0.0","0.0","False","","True","6","0.0","0.0","SERVIZIO/MANAGED_SERVICES/SECURITY","SERVIZIO","MANAGED_SERVICES","SECURITY","HIGH","0.8555127649307251","intelligent_multi_step","2025-10-28T20:57:47.466762","SERVICE"
"01. Batch 1/7010148320/acq_all_oda/18.PH.2587.03_TIM-BKI_ServiziAppADVA.pdf","7010148320","701014832005","Fornitura in opera e relativi servizi ADVA c/o cliente Banca D'Italia","networking","LUTECH S.P.A.","228961212086989","7010148320050002","SERVICE","Garanzia estesa per 6 anni sui prodotti ADVA","","0.0","0.0","187220.1","False","","0.0","0.0","0.0","False","","True","6","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8732269687652588","intelligent_multi_step","2025-10-28T20:57:50.759315","SERVICE"
"01. Batch 1/7010148320/acq_all_oda/18.PH.2587.03_TIM-BKI_ServiziAppADVA.pdf","7010148320","701014832005","Fornitura in opera e relativi servizi ADVA c/o cliente Banca D'Italia","networking","LUTECH S.P.A.","228961212086989","7010148320050003","HARDWARE","Fornitura hardware e software ADVA","","0.0","0.0","672780.35","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010148320/acq_all_oda/Stampa Ordine N.7010148320.pdf","7010148320","701014832006","Fornitura di Servizi Professionali e Servizi Gestiti su apparati Adva c/o il Cliente Finale ""Banca d'Italia S.p.A.""","networking","LUTECH S.P.A.","228961212086989","7010148320060001","SERVICE","CNA Servizi Gestiti - 1° Anno. Manutenzione on site su apparati ADVA. Contratto 4CBNET. RDA N° 2100732129 TCPSMP-18-0000-O-TR1.PV.","","12.0","1267.88","15214.56","False","","0.0","0.0","0.0","False","","True","1","0.0","15214.56","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8109684996604919","intelligent_multi_step","2025-10-28T20:57:54.344981","SERVICE"
"01. Batch 1/7010148320/acq_all_oda/Stampa Ordine N.7010148320.pdf","7010148320","701014832006","Fornitura di Servizi Professionali e Servizi Gestiti su apparati Adva c/o il Cliente Finale ""Banca d'Italia S.p.A.""","networking","LUTECH S.P.A.","228961212086989","7010148320060002","SERVICE","Servizi Professionali / Attività di start up su apparati ADVA. RDA N° 2100731044 PJ2599-FIX-OPEX. Apparati Rent to Rent Servizi Prof. su app. ADVA. CODICE ESTERNO: VAS-220119-43. FORNITORE: LUTECH S.p.A. CLIENTE: BANCA D'ITALIA S.p.A. DESTINAZIONE: Via Nazionale, 91 - Roma.","","1.0","48712.0","48712.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8193641424179077","intelligent_multi_step","2025-10-28T20:57:59.058659","SERVICE"
"01. Batch 1/7010154936/acq_all_oda/7010154936 0000289882 BV TECH SPA 20190723_v1.pdf","7010154936","701015493603","Ordine di servizi e manutenzione software per Marzotto","IT","BV TECH S.P.A.","267282143798887","7010154936030001","SERVICE","Servizi-MARZOTTO. Rinnovo e integrazione ordine 7010149555 dal 01/03/2019 al 30/06/2019, cliente MARZOTTO SPA, destinazione LG. SANTA MARGHERITA 1 - VALDAGNO, VI. Riferimento esterno VAS-080719-94.","","1.0","91400.0","91400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/IT_OUTSOURCING","SERVIZIO","MANAGED_SERVICES","IT_OUTSOURCING","MEDIUM","0.555665069103241","intelligent_multi_step","2025-10-28T20:27:30.094675","SERVICE"
"01. Batch 1/7010155245/acq_all_oda/7010155245 0000283750 MATICMIND SPA 20190730_v1.pdf","7010155245","701015524505","Servizi di manutenzione TCI Cisco 5 anni successivi all'anno di garanzia e servizi Imagicle per le sedi del cliente Marzotto SPA","networking","MATICMIND SPA","250387406080783","7010155245050001","SERVICE","Servizi di manutenzione con supporto specialistico Cisco Imagicle per le sedi del cliente. Dettagliato nell'offerta. Periodo di riferimento: 01/07/2020 - 30/06/2025.","","1.0","9719.16","9719.16","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.911211802482605","intelligent_multi_step","2025-10-28T21:16:18.599581","SERVICE"
"01. Batch 1/7010155245/acq_all_oda/7010155245 0000283750 MATICMIND SPA 20190730_v1.pdf","7010155245","701015524505","Servizi di manutenzione TCI Cisco 5 anni successivi all'anno di garanzia e servizi Imagicle per le sedi del cliente Marzotto SPA","networking","MATICMIND SPA","250387406080783","7010155245050002","SERVICE","Manutenzione 1° anno per rete Cisco Marzotto, successivo all'anno di garanzia. Dettagliato nell'offerta. Periodo di riferimento: 01/07/2020 - 30/06/2021.","","1.0","17567.0","17567.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","HIGH","0.7661379652023316","intelligent_multi_step","2025-10-28T21:16:22.051976","SERVICE"
"01. Batch 1/7010155245/acq_all_oda/7010155245 0000283750 MATICMIND SPA 20211007_vC1.pdf","7010155245","701015524506","SERVIZI DI MANUTENZIONE TCI CISCO 5 ANNI SUCCESSIVi ALL'ANNO DI GARANZIA E SERVIZI IMAGICLE, PER LE SEDI DEL CLIENTE: MARZOTTO SPA","networking","MATICMIND SPA","250387406080783","7010155245060001","SERVICE","COMMERCIALE MANUT. 1° ANNO X RETE CISCO MARZOTTO SERVIZI DI MANUTENZIONE TCI CISCO 1° ANNO, SUCCESSIVO ALL'ANNO DI GARANZIA, PER LE SEDI DEL CLIENTE, COME DETTAGLIATO NELL'OFFERTA SOPRA CITATA.","","1.0","13607.0","13607.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.6190567774772644","intelligent_multi_step","2025-10-28T21:08:12.459447","SERVICE"
"01. Batch 1/7010158951/acq_all_oda/Offerta_RDA2100794130.pdf","7010158951","701015895104","Offerta per G006/18 - Servizi a consumo","IT","BETA 80 GROUP S.R.L.","70932316709617","7010158951040001","SERVICE","Fornitura della risorsa professionale N. 1 Specialista della Soluzione, esperto di prodotto software BMC Control-M, per attività di sviluppo, configurazione, integrazione, progettazione, analisi e gestione problemi di sicurezza, supporto e aggiornamento documentazione.","BMC Control-M Specialist","1350.0","350.0","472500.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.7830201120376586","intelligent_multi_step","2025-10-28T19:28:34.348347","SERVICE"
"01. Batch 1/7010161248/acq_all_oda/7010161248 0000201166 TT TECNOSISTEMI SPA 20200122_v1.pdf","7010161248","701016124805","Servizio di Manutenzione e Reperibilità dal 2020 al 2027 per il Cliente Finale ""Vimercate Gestione Salute VSG scarl"" (Interlocutore: CM1 - Business - Networking)","networking","T.T. TECNOSISTEMI SPA","113481624145892","7010161248050001","SERVICE","CNA Manutenzione - anno 2020. OGGETTO: Manutenzione / reperibilità relativa a Network BUNDLE HPe:NAC,wi-fi e Wired+server. PERIODO DI RIFERIMENTO: 01/01/2020 - 31/12/2020.","27466","12.0","2204.16","26449.92","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","HIGH","0.8481668910980225","intelligent_multi_step","2025-10-28T20:05:37.745815","SERVICE"
"01. Batch 1/7010161248/acq_all_oda/7010161248 0000201166 TT TECNOSISTEMI SPA 20200122_v1.pdf","7010161248","701016124805","Servizio di Manutenzione e Reperibilità dal 2020 al 2027 per il Cliente Finale ""Vimercate Gestione Salute VSG scarl"" (Interlocutore: CM1 - Business - Networking)","networking","T.T. TECNOSISTEMI SPA","113481624145892","7010161248050002","SERVICE","CNA Supporto copertura 6° anno.","","12.0","3916.66","46999.92","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.874423210144043","intelligent_multi_step","2025-10-28T21:29:08.156601","SERVICE"
"01. Batch 1/7010161248/acq_all_oda/AnalisiOfferta_TT-TECNOSISTEMI_ClienteVGS.pdf","7010161248","701016124806","Fornitura, installazione e manutenzione apparati HPE","networking","","180126070764885","7010161248060001","SERVICE","Supporto copertura Anno 6 (parte del servizio 6° 7° 8° anno)","","0.0","0.0","47000.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.9388967428207398","intelligent_multi_step","2025-10-28T20:20:33.783371","SERVICE"
"01. Batch 1/7010161248/acq_all_oda/AnalisiOfferta_TT-TECNOSISTEMI_ClienteVGS.pdf","7010161248","701016124806","Fornitura, installazione e manutenzione apparati HPE","networking","","180126070764885","7010161248060002","SERVICE","Servizi Professionali incluso smaltimento","","0.0","0.0","179400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.956720905303955","intelligent_multi_step","2025-10-28T20:19:03.608103","SERVICE"
"01. Batch 1/7010161248/acq_all_oda/AnalisiOfferta_TT-TECNOSISTEMI_ClienteVGS.pdf","7010161248","701016124806","Fornitura, installazione e manutenzione apparati HPE","networking","","180126070764885","7010161248060003","SERVICE","Manutenzione/Reperibilità","","0.0","0.0","211600.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/INFRASTRUCTURE","SERVIZIO","MANAGED_SERVICES","INFRASTRUCTURE","HIGH","0.956041293144226","intelligent_multi_step","2025-10-28T20:19:06.804370","SERVICE"
"01. Batch 1/7010161248/acq_all_oda/AnalisiOfferta_TT-TECNOSISTEMI_ClienteVGS.pdf","7010161248","701016124806","Fornitura, installazione e manutenzione apparati HPE","networking","","180126070764885","7010161248060004","HARDWARE","Network BUNDLE HPe versione ""modular""","","0.0","0.0","797900.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SWITCHES","HW","NETWORKING","SWITCHES","HIGH","0.9399990272521972","intelligent_multi_step","2025-10-28T20:19:09.849154","HARDWARE"
"01. Batch 1/7010161784/acq_all_oda/7010161784 0000283750 MATICMIND SPA 20200204_v1.pdf","7010161784","701016178403","Servizi di Co-sourcing per manutenzione e Assessment su rete Networking","networking","MATICMIND SPA","250387406080783","7010161784030001","SERVICE","COMMERCIALE CO-SOURCING - manutenzione di 2 livello per 1 anno, come da offerta MM19OFF35599 (Ver. 1) del 18/11/19, periodo di riferimento 01/07/2020 - 30/06/2021, con fatturazione annuale anticipata. Servizio per cliente Banca Popolare di Sondrio.","","1.0","16488.87","16488.87","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8295265026092529","intelligent_multi_step","2025-10-28T21:16:25.680991","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/7010161964 0000081593 LUTECH SPA 20200211_v1.pdf","7010161964","701016196405","Servizio di Manutenzione su apparati CISCO dal 2020 al 2027 c/o il Cliente Finale ""Vimercate Gestione Salute VSG scarl""","networking","LUTECH S.P.A.","228961212086989","7010161964050001","SERVICE","CNA Servizio Manutenzione 1° Anno relativo al REFRESH DELLA RETE DATI FONIA DELL'ASST VIMERCATE - Anno 2020","27466","12.0","2630.0","31560.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8834250917434693","intelligent_multi_step","2025-10-28T19:41:52.889885","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060001","SERVICE","Servizi Professionali VOCE (Ipotesi assegnazione)","","0.0","0.0","48500.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8657210922241211","intelligent_multi_step","2025-10-28T21:29:59.341770","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060002","HARDWARE","Estensione Fornitura Rete (Offerta Rivista)","","0.0","0.0","77498.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SECURITY","HW","NETWORKING","SECURITY","HIGH","0.8237697579860688","intelligent_multi_step","2025-10-28T21:30:02.529792","HARDWARE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060003","HARDWARE","Estensione Fornitura Fonia (Offerta Rivista)","","0.0","0.0","98000.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/WIRELESS","HW","NETWORKING","WIRELESS","HIGH","0.8145638496875762","intelligent_multi_step","2025-10-28T21:30:05.598460","HARDWARE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060004","SERVICE","Servizi professionali (Valorizzazione per 6 anni, Offerta Rivista)","","0.0","0.0","135400.0","False","","0.0","0.0","0.0","False","","True","6","0.0","0.0","SERVIZIO/MANAGED_SERVICES/IT_OUTSOURCING","SERVIZIO","MANAGED_SERVICES","IT_OUTSOURCING","HIGH","0.8647908306121826","intelligent_multi_step","2025-10-28T21:30:08.809119","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060005","SERVICE","Servizi di Manutenzione 8Y da LUTECH (Offerta migliorativa RevolAuction)","","0.0","0.0","252480.0","False","","0.0","0.0","0.0","False","","True","8","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8292275257110595","intelligent_multi_step","2025-10-28T21:30:11.777257","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060006","SERVICE","Manutenzione VOCE (Ipotesi assegnazione)","","0.0","0.0","260000.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8923232254981995","intelligent_multi_step","2025-10-28T21:30:14.725897","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060007","HARDWARE","Fornitura Fonia Base (Aggiornamento del 1/8)","","0.0","0.0","383927.32","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/TELECOM/TELEFONIA","SERVIZIO","TELECOM","TELEFONIA","MEDIUM","0.6509999999999999","intelligent_multi_step","2025-10-28T21:30:18.353878","HARDWARE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060008","HARDWARE","Materiale VOCE al netto Licenze Sparkle (Ipotesi assegnazione)","","0.0","0.0","442368.38","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/WIRELESS","HW","NETWORKING","WIRELESS","HIGH","0.7687383050918579","intelligent_multi_step","2025-10-28T21:30:21.742343","HARDWARE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060009","HARDWARE","Fornitura Fonia Base (Offerta Rivista)","","0.0","0.0","489096.38","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/WIRELESS","HW","NETWORKING","WIRELESS","HIGH","0.8228474237918854","intelligent_multi_step","2025-10-28T21:30:25.119950","HARDWARE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060010","SERVICE","Servizio di manutenzione (8 anni, Offerta del 26 Aprile 2018)","","0.0","0.0","518208.0","False","","0.0","0.0","0.0","False","","True","8","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.7273337731361389","intelligent_multi_step","2025-10-28T21:30:28.298030","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060011","SERVICE","Servizio di manutenzione (8 anni, Offerta Rivista)","","0.0","0.0","690944.0","False","","0.0","0.0","0.0","False","","True","8","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.8837989320755005","intelligent_multi_step","2025-10-28T21:30:31.245799","SERVICE"
"01. Batch 1/7010161964/acq_all_oda/RiepilogoEconomico_Storico_A94400_RFI_5061.pdf","7010161964","701016196406","PR.IT.B RDI : A94400_RFI_5061 - Fornitura e installazione apparati CISCO e relativa manutenzione c/o il Cliente 'Vimercate Salute e Gestione - VSG scarl'","networking","TIM S.p.A.","195014196566065","7010161964060012","HARDWARE","Fornitura Rete Base (Aggiornamento del 1/8)","","0.0","0.0","945072.68","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SECURITY","HW","NETWORKING","SECURITY","HIGH","0.8584553904533386","intelligent_multi_step","2025-10-28T21:30:34.763742","HARDWARE"
