"id","contract_id","offer_id","version","supplier","supplier_id","supplier_specialization","client","contract_subject","contract_domain","terminology_mapping","expected_patterns","payment_terms","penalties","ending_clauses","start_date","end_date","total_amount","number_of_items","hw_items","sw_items","service_items"
"contract_7010219565_2","701021956502","offer_mm24off7844a_02_ampl_fortinac_per_tim_x_sicuritalia_v2","2","Maticmind S.p.A.","250387406080783","networking","Telecom Italia S.p.A.","Offerta relativa ampliamento servizio NOC con gestione 2° livello applicazione FortiNac & affiancamento delivery FortiNac Vs Cliente Sicuritalia","sicurezza","","","120 gg. d.f.f.m. previo benestare","","","2025-02-20_00:00:00+00:00","2028-02-20_00:00:00+00:00","26880.0","1","0","0","1"
"contract_7010219592_1","701021959201","offer_7010219592_0000283750_maticmind_spa_20250224_v1_v1","1","MATICMIND S.P.A.","250387406080783","networking","Telecom Italia S.p.A.","Ordine di acquisto per servizi di manutenzione apparati Cisco.","networking","{""MANUTENZIONE CISCO 3750"": ""Servizio di manutenzione per switch Cisco modello 3750"", ""MANUTENZIONE CISCO PER 112"": ""Servizio di manutenzione per apparati di rete Cisco utilizzati nel sistema NUE 112"", ""NUE 112"": ""Numero Unico di Emergenza 112"", ""LAN CISCO"": ""Rete locale basata su apparati Cisco""}","switch + modules|firewall + licenses","120 gg. d.c.f. fine mese. Pagamento a mezzo bonifico bancario. Fattura emessa all'ultimo giorno del mese di emissione del benestare. Interessi di mora: European Central Bank Main Refinancing Rate + 2% annuo, calcolati dalla data di ricevimento della comunicazione scritta di richiesta del Fornitore.","Penale per ritardo nella consegna: 1% del valore dei beni per ogni giorno di ritardo (max 10 giorni, poi risoluzione del contratto). Penale per violazione delle procedure di accesso ai Siti Telecom Italia: "" 500,00 per ogni violazione accertata. Le penali saranno recuperate dalla Società tramite emissione di fattura/nota di debito con pagamento a 60 giorni solari.","Recesso: La Società può recedere in caso di cessione/affitto d'azienda del Fornitore, mutamento controllo, rinvio a giudizio/condanna di rappresentanti, liquidazione/fallimento del Fornitore, recesso/risoluzione del contratto cliente TIM, internalizzazione delle attività. Preavviso: 60 giorni solari. Responsabilità/Manleva: Il Fornitore manleva e tiene indenne la Società da ogni danno, pretesa, costo o spesa (incluse legali) derivante da fatti imputabili al Fornitore o da pretese del personale del Fornitore. Riservatezza: Il Fornitore si impegna a mantenere confidenziali e riservati tutti i dati e le informazioni comunicate dalla Società, utilizzandoli esclusivamente per l'esecuzione del contratto. Foro Competente: Foro di Roma. Forza Maggiore: Cause di forza maggiore debitamente comunicate ed documentate escludono la penale per ritardo nella consegna.","2025-02-24_20:00:00Z","2025-11-30_20:00:00Z","17556.4","1","0","0","1"
"contract_7010219633_1","701021963301","offer_7010219633_0000289882_bv_tech_spa_20250225_v1_v1","1","BV TECH S.P.A.","267282143798887","IT","Telecom Italia S.p.A.","Board Support WAVE 5","IT","{""Board Support WAVE 5"": ""Specific phase or version of a technical support or development initiative"", ""CBV240081.03"": ""Internal reference code for the offer or project"", ""Professional services"": ""Specialized IT services provided by experts""}","","Pagamento 120 giorni data certificato fattura fine mese. Fatturazione bimestrale posticipata. I pagamenti saranno effettuati in regime di scissione dei pagamenti (Split Payment), al netto dell'IVA versata da TIM direttamente all'Erario. Il Fornitore dovrà inserire in fattura la dicitura 'scissione dei pagamenti'.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna (se il ritardo supera 10 giorni, la Società può risolvere il contratto). Penale di "" 500,00 per ogni violazione accertata delle procedure di accesso ai siti Telecom Italia. Il recupero delle penali avverrà tramite emissione di fattura/nota di debito con pagamento a 60 giorni solari dalla data di emissione.","Recesso: Facoltà della Società di recedere in caso di cessione/affitto azienda, mutamento assetto societario, procedimenti giudiziari/condanne rappresentanti, liquidazione/concordato del Fornitore; o in caso di recesso/risoluzione del contratto tra Società e cliente finale, o internalizzazione delle attività. Preavviso di 60 giorni per internalizzazione o recesso cliente. Responsabilità/Manleva: Il Fornitore si obbliga a risarcire e manlevare la Società da ogni danno, onere e spesa (incluse legali) derivante da pretese/azioni di terzi per fatto o atto imputabile al Fornitore, inclusi quelli relativi al personale del Fornitore. Il Fornitore garantisce l'assenza di violazione di diritti di proprietà industriale e intellettuale. Riservatezza: Il Fornitore si impegna a mantenere confidenziali e riservati tutti i dati e le informazioni comunicate dalla Società e a utilizzarli esclusivamente per l'esecuzione dell'ordine. Foro Competente: Foro di Roma in via esclusiva per ogni controversia. Legge applicabile: Legge italiana in via esclusiva. Forza Maggiore: Menzionata come esimente per penali di ritardo nella consegna dei beni.","2025-01-01T00:00:00Z","2025-12-31T00:00:00Z","26352.0","1","0","0","1"
"contract_7010219659_1","701021965901","offer_7010219659_0000283750_maticmind_spa_20250225_v1_v1","1","MATICMIND S.P.A.","250387406080783","networking","Telecom Italia S.p.A.","Ordine per Prestazioni Professionali hardware ACS - Progetto 118, Estensione Garanzia con manutenzione hardware 8x5xNBD e Servizi Professionali.","IT","{""8x5xNBD"": ""Supporto tecnico disponibile 8 ore al giorno, 5 giorni a settimana, con intervento il giorno lavorativo successivo"", ""ACS"": ""Advanced Computing Systems"", ""MM24SDL101672-4"": ""Riferimento specifico all'offerta del fornitore Maticmind""}","","120 gg. d.c.f. fine mese; FATTURAZIONE: MENSILE POSTICIPATO (per item 00001), UNICA SOLUZIONE (per item 00002)","Section 1, point 3: In case of delay in delivery, 1% of the value of goods per day of delay, up to 10 days for termination. Section 2, point 2 b): penalty of ""500.00 for each violation of access procedures. Section 3, point 3: Penalty recovery by debit note.","Section 3, point 7: Recesso (termination) by the Company. Section 3, point 17: Express termination clauses (art. 1456 c.c.) for various defaults (e.g., data sheet, delivery delay, personnel/contributions, subcontracting, assignment prohibition, inspections, ethics code, supplier certification, export/import control, data processing, confidentiality). Section 3, point 18: Foro di Roma (jurisdiction). Section 3, point 6: Supplier indemnifies the Company for damages and legal costs from third-party claims imputable to the Supplier. Section 3, point 15: Confidentiality clause.","2025-02-01_20:00:00Z","2025-06-30_20:00:00Z","3182.1","2","0","0","2"
"contract_7010219663_1","701021966301","offer_2101287391_beta_80_per_insiel_-_349_735_00_3f_-_buyer_o__palomba_v1","1","BETA 80 S.p.A. SOFTWARE E SISTEMI","70932316709617","IT","INSIEL INFORMATICA PER IL SISTEMA DEGLI ENTI LOCALI SPA","Richiesta Preventiva di Autorizzazione per il ricorso a Trattativa Diretta per la Fornitura della componente applicativa del nuovo sistema di gestione del servizio di emergenza sanitaria regionale SORES della Regione FVG","IT","{""SORES"": ""Sistema di gestione del servizio di emergenza sanitaria regionale della Regione FVG"", ""maintenance"": ""Servizi di manutenzione del software per garantire il corretto funzionamento"", ""aggiornamento software"": ""Processo di aggiornamento delle funzionalit\u00e0 e sicurezza del software""}","","","","","","","349735.0","1","0","1","0"
"contract_7010219663_2","701021966302","offer_offerta_v2","2","Beta 80 S.p.A. Software e Sistemi","70932316709617","IT","TIM","SORES 118 FVG - Fornitura sistema CTI rafforzato ed estensione per 36 mesi + 36 mesi della manutenzione dell'HW e degli applicativi ProQA, CTI e NUE 112 WS. CIG B325D57D5","IT","{""CTI"": ""Computer Telephony Integration, tecnologia che consente l'integrazione tra sistemi telefonici e applicazioni informatiche"", ""ProQA"": ""Software per la gestione delle chiamate di emergenza e il supporto decisionale"", ""NUE 112 WS"": ""Web Service del Numero Unico di Emergenza 112"", ""manutenzione HW"": ""Servizi di manutenzione per l'hardware fornito"", ""manutenzione software"": ""Servizi di manutenzione per gli applicativi software""}","","Fatturazione: Posizioni da 1 a 4: al collaudo. Posizioni da 5 a 20: trimestrale posticipato. Per le condizioni di pagamento si rinvia alle Condizioni Contrattuali (allegato 1) ed al paragrafo 7.3 per eventuali deroghe.","","La sottoscrizione di questa offerta attiva un rapporto contrattuale ed esaurisce la disciplina dei diritti e degli obblighi del Cliente e del Fornitore per quanto riguarda l'oggetto del Contatto stesso. Si approvano specificamente le condizioni contrattuali Beta 80 allegate all'offerta. Ai sensi e per gli effetti di cui agli artt. 1341, 1342 c.c., si dà approvazione specifica alle seguenti clausole: 3 (Durata e rinnovo), 4 (Modalità di esecuzione del contratto), 6 (Adeguamento Corrispettivi), 8 (Recesso), 11 (Garanzie e reclami), 12 (Proprietà dei risultati), 13 (Risoluzione) e si dà altresì approvazione specifica all'intero contenuto del capitolo 7 (Rinvio alle condizioni generali di fornitura) della presente Offerta.","2024-10-07T00:00:00Z","2030-10-07T00:00:00Z","493955.0","11","1","3","7"
"contract_7010219682_1","701021968201","offer_7010219682_0000084156_beta_80_spa_software_e_sistemi_20250225_v1_v1","1","BETA 80 S.P.A. SOFTWARE E SISTEMI","70932316709617","IT","Telecom Italia S.p.A.","Ordine di acquisto N° 7010219682 del 25.02.2025 per servizi di rinnovo licenze e manutenzione, e servizi professionali/licenze","IT","{""rinnovo licenze"": ""Processo di estensione della validit\u00e0 delle licenze software esistenti."", ""manutenzione h24 full-risk"": ""Servizio di supporto tecnico e manutenzione disponibile 24 ore su 24, con copertura completa dei rischi."", ""servizi professionali/licenze"": ""Servizi IT personalizzati e fornitura di licenze software specifiche.""}","","120 gg. d.c.f. fine mese. Fatturazione mensile posticipata per il servizio di rinnovo licenze e manutenzione; fatturazione unica soluzione per i servizi professionali/licenze. Pagamento a mezzo bonifico bancario. Interessi moratori calcolati sommando due punti percentuali (2%) all'European Central Bank Main Refinancing Rate su base annua.","In caso di ritardo nella consegna dei beni (Sezione 1, punto 3), penale dell'1% del valore dei beni per ogni giorno di ritardo, con possibilità di risoluzione del contratto se il ritardo supera 10 giorni. Per violazioni relative all'accesso ai siti (Sezione 2, punto 2), penale di "" 500,00 per ogni violazione accertata. In caso di inadempimento degli obblighi sul personale (Sezione 2, punto 2), la Società può risolvere il contratto. Il recupero delle penali avviene tramite emissione di fattura/nota di debito con pagamento a 60 giorni.","La Società si riserva la facoltà di recesso (Sezione 3, punto 7) in caso di cessione/affitto dell'azienda, mutamento dell'assetto societario di controllo del Fornitore, rinvio a giudizio o condanna di un rappresentante del Fornitore per delitti di gestione d'impresa, assoggettamento del Fornitore a liquidazione o procedure concorsuali. Recesso possibile anche in caso di risoluzione anticipata del contratto con il cliente finale o internalizzazione delle attività. Il Fornitore si obbliga a risarcire ogni danno e sostenere ogni onere, incluse le spese legali, per pretese da terzi a causa di fatti imputabili al Fornitore (Sezione 3, punto 6). Obbligo di mantenere confidenziali e riservati tutti i dati e informazioni comunicati dalla Società (Sezione 3, punto 15). Per ogni controversia, il Foro competente è quello di Roma (Sezione 3, punto 18).","2025-02-24T00:00:00Z","2025-07-23T00:00:00Z","34666.68","2","0","0","2"
"contract_7010219701_1","701021970101","offer_7010219701_0000309967_txt_ennova_spa_20250226_v1_v1","1","TXT ENNOVA SPA","31871226866891","IT","Telecom Italia S.p.A.","Rinnovo offerta di Supporto Onsite presso Kiosk permanente Unicredit","IT","{""Presidio on site"": ""Servizio di supporto tecnico fornito direttamente presso la sede del cliente"", ""Kiosk"": ""Postazione fisica dedicata per interazioni con i clienti o operazioni specifiche""}","","120 giorni data fattura fine mese. Fatturazione mensile posticipata. Pagamento a mezzo bonifico bancario, data emissione fattura convenzionalmente fissata all'ultimo giorno del mese di emissione del relativo benestare. Interessi di mora applicabili (European Central Bank Main Refinancing Rate + 2%) dalla data di ricezione della comunicazione scritta.","Penale di 500,00 EUR per ogni violazione accertata delle procedure di accesso ai Siti Telecom Italia da parte del personale del Fornitore. Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna, fino a 10 giorni, oltre i quali la Società può risolvere il contratto. Clausole risolutive espresse per inadempimenti relativi a scheda dati di sicurezza, superamento soglia ritardo consegna, personale e contributi previdenziali/assistenziali, subappalto, divieto di cessione, ispezioni, codice etico, certificazione fornitore, controllo esportazioni/importazioni, trattamento dati personali, riservatezza.","Diritto di cessione del contratto da parte di TIM con preavviso di 15 giorni. Diritto di recesso della Società in caso di cessione/affitto d'azienda del Fornitore, mutamento assetto societario, rinvio a giudizio/condanna di rappresentanti, assoggettamento a liquidazione/concordato. Recesso con preavviso di 60 giorni in caso di risoluzione anticipata del contratto con il cliente finale o internalizzazione delle attività. Clausola risolutiva espressa ex art. 1456 c.c. per vari inadempimenti (scheda dati sicurezza, ritardo consegna, personale/contributi, subappalto, divieto cessione, ispezioni, codice etico, certificazione Fornitore, controllo esportazioni, trattamento dati, riservatezza). Legge applicabile: italiana. Foro competente: Roma.","2025-01-01T00:00:00Z","2025-12-31T00:00:00Z","49920.0","1","0","0","1"
"contract_7010219716_1","701021971601","offer_7010219716_0000271821_wetech__s_spa_societa__benefit_20250226_v1_v1","1","WETECH'S S.P.A. SOCIETA' BENEFIT","123891561103132","IT","AZIENDA UNITA' SANITARIA LOCALE TOSCANA CENTRO","Fornitura di Contratti di Estensione Garanzia vari per 118 USL Toscana Centro 2024-2026 e Licenze SW.","IT","{""Licenze SW"": ""Licenze per software specifico"", ""Estensione Garanzia"": ""Contratti per prolungare la garanzia di prodotti o servizi"", ""118 USL Toscana Centro"": ""Servizio di emergenza sanitaria per la regione Toscana Centro"", ""manvarie"": ""Manutenzioni varie legate ai contratti di fornitura""}","","120 gg. d.c.f. fine mese. Fatturazione trimestrale posticipata. Pagamento a mezzo bonifico bancario. Interessi moratori applicabili come da D.lgs. 231/02 (2% + European Central Bank Main Refinancing Rate). Fatture devono pervenire almeno 60 giorni prima della scadenza.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna, se supera 10 giorni risoluzione del contratto. Penale di "" 500,00 per ogni violazione accertata delle disposizioni di legge in materia di sicurezza del lavoro e procedure di accesso ai siti Telecom Italia.","Clausole di recesso e risoluzione (Art. 7, 17 Sez. 3); responsabilità e manleva per danni a terzi e vizi della fornitura (Art. 6, Sez. 3; Art. 2, Sez. 1; Art. 2a, Sez. 2); riservatezza delle informazioni (Art. 15, Sez. 3); foro competente di Roma (Art. 18, Sez. 3).","2024-01-01T00:00:00Z","2026-12-31T00:00:00Z","193500.0","1","0","1","0"
"contract_7010219719_1","701021971901","offer_7010219719_0000312356_txt_e-solutions_spa_20250227_v1_v1","1","TXT E-SOLUTIONS S.P.A.","219362489093471","IT","FENDI S.R.L.","Prot. 20010566 Offerta Economica Proroga del servizio di Assistente Personalizzato on site Cliente ""FENDI SRL","IT","{""Assistente Personalizzato"": ""Servizio di supporto tecnico dedicato fornito direttamente presso il cliente"", ""VAS-290125-193"": ""Codice identificativo specifico del servizio offerto""}","","120 gg. d.c.f. fine mese; Fatturazione: Unica soluzione anticipata; Regime di scissione dei pagamenti (Split Payment); Pagamento a mezzo bonifico bancario; Interessi moratori calcolati sommando due punti percentuali (2%) all'European Central Bank Main Refinancing Rate su base annua. Sez. 3, punto 1 (processo di fatturazione e termini).","Penale dell'1% del valore dei beni per ogni giorno di ritardo (Sez. 1, punto 3); Penale di "" 500,00 per ogni violazione accertata alle disposizioni di legge in materia di sicurezza del lavoro (Sez. 2, punto 2b); Recupero delle penali da parte della Società mediante emissione di fattura/nota di debito (Sez. 3, punto 3).","Recesso: Sez. 3, punto 7 (recesso); Sez. 3, punto 17 (risoluzione ex art. 1456 c.c.). Responsabilità/Indennizzo: Sez. 3, punto 6 (obbligo del Fornitore di risarcire danni e manlevare la Società). Riservatezza: Sez. 3, punto 15 (mantenere confidenziali dati e informazioni). Foro Competente: Sez. 3, punto 18 (Foro di Roma). Forza Maggiore: Sez. 1, punto 3 (escluse le cause di forza maggiore).","2025-01-01T00:00:00Z","2025-12-31T00:00:00Z","44310.0","1","0","0","1"
"contract_7010219721_1","701021972101","offer_stampa_ordine_7010219721_v1","1","BETA 80 S.P.A. SOFTWARE E SISTEMI","70932316709617","IT e telecomunicazioni","Telecom Italia S.p.A.","Rinnovo manutenzione centrale operativa NUE 112","IT e telecomunicazioni","{""NUE 112"": ""Numero Unico di Emergenza 112, sistema di gestione delle emergenze"", ""CTI"": ""Computer Telephony Integration, integrazione tra sistemi telefonici e informatici"", ""SAN"": ""Storage Area Network, rete di archiviazione dati"", ""NAS"": ""Network Attached Storage, dispositivo di archiviazione connesso alla rete"", ""Datto RMM"": ""Remote Monitoring and Management, piattaforma per la gestione remota"", ""load balancer Kemp"": ""Dispositivo o software per bilanciare il carico di rete"", ""API Google"": ""Interfacce di programmazione applicativa fornite da Google"", ""viario TomTom"": ""Servizi di mappatura e navigazione forniti da TomTom"", ""DinamiCall"": ""Servizio specifico del fornitore per la gestione delle chiamate""}","server + licenses|phone + accessories|gateway + modules","120 gg. d.c.f. fine mese. Fatturazione in unica soluzione anticipata. Regime di scissione dei pagamenti (Split Payment). Interessi moratori del 2% sull'European Central Bank Main Refinancing Rate in caso di ritardo. Le fatture devono pervenire alla Società almeno 60 giorni prima della scadenza.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna (max 10 giorni, poi risoluzione del contratto). Penale di "" 500,00 per ogni violazione accertata delle procedure di accesso ai Siti Telecom Italia da parte del personale del Fornitore.","","2025-01-01_20:00:00Z","2025-12-31_20:00:00Z","178068.0","1","0","0","1"
"contract_7010219726_1","701021972601","offer_7010219726_0000065325_oracle_italia_a_20250311_v1_v1","1","ORACLE ITALIA A SOCIO UNICO SRL","200602788115698","IT","Telecom Italia S.p.A.","Oracle DCS Housing","cloud","{""DCS Housing"": ""Data Center Services Housing, ovvero servizi di housing per infrastrutture IT in data center"", ""PSN"": ""Professional Services Network, servizi professionali legati alla rete"", ""CPQ"": ""Configure, Price, Quote, sistema per la gestione di preventivi e ordini""}","software + support|licenses + services","60 gg data emissione fattura. Fatturazione trimestrale anticipato. Fatture da emettere in regime di scissione dei pagamenti (Split Payment). Interessi moratori del 2% sull'European Central Bank Main Refinancing Rate in caso di ritardo pagamento da parte della Società.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna (dopo 10 giorni solari la Società ha diritto di risolvere il contratto). Penale di "" 500,00 per ogni violazione accertata delle disposizioni della procedura di ""Accesso ai Siti Telecom Italia"". Sospensione pagamenti o trattenuta a garanzia fino al 20% in caso di irregolarità contributive del Fornitore.","Risoluzione del contratto ex art. 1456 c.c. per violazione di obblighi specifici (es. scheda dati sicurezza, superamento soglia ritardo consegna, personale e contributi previdenziali, subappalto, divieto di cessione, ispezioni, codice etico e D.Lgs. 231, certificazione Fornitore, controllo esportazioni/importazioni, trattamento dati personali, riservatezza). Recesso a discrezione della Società in caso di cessione/affitto d'azienda del Fornitore, mutamento assetto societario, procedimenti penali/condanne, liquidazione o procedure concorsuali del Fornitore. Recesso con preavviso di 60 giorni in caso di recesso o risoluzione anticipata del contratto con il cliente finale o internalizzazione delle attività da parte della Società. Il Foro competente per ogni controversia è quello di Roma. Il Fornitore si impegna a mantenere confidenziali e riservati tutti i dati, le notizie e informazioni comunicati dalla Società.","2025-01-01T00:00:00Z","2025-12-31T00:00:00Z","2496250.0","1","0","0","1"
"contract_7010219804_1","701021980401","offer_2101288282_beta_80_prima_off_v1","1","Beta 80 S.p.A. Software e Sistemi","70932316709617","IT","TIM","Puglia NUE 112. Estensione parziale delle garanzie dei beni ICT e fornitura licenze Microsoft Office. Ns. Rif. Off.2024-11339","IT","{""UTP"": ""Unified Threat Protection, a comprehensive security solution for firewalls"", ""Firewall Fortigate 100F"": ""A specific model of firewall device by Fortinet"", ""vmware vsphere Standard"": ""A virtualization platform for managing virtual machines and resources"", ""Datadomain 3300"": ""A data storage and backup appliance"", ""Switch SAN Connectrix DS-6610B"": ""A Fibre Channel SAN switch for storage area networks"", ""Smart-UPS SRT 8000"": ""An uninterruptible power supply (UPS) device by APC"", ""Load balancer VLM-500"": ""A virtual load balancer for managing network traffic"", ""Microsoft Office Home and Business 2024"": ""A productivity software suite for business use"", ""SLA"": ""Service Level Agreement, defining the level of service expected"", ""NBD"": ""Next Business Day, a service response time commitment"", ""2xNBD"": ""Two business days response time for service"", ""on site"": ""Service or support provided at the customer's location"", ""post-warranty"": ""Support or maintenance provided after the original warranty period has expired""}","","Fatturazione: alla consegna. Per le condizioni di pagamento si rinvia alle Condizioni Contrattuali (allegato 1) ed al paragrafo 6.3 per eventuali deroghe.","","La sottoscrizione di questa offerta attiva un rapporto contrattuale ed esaurisce la disciplina dei diritti e degli obblighi del Cliente e del Fornitore per quanto riguarda l'oggetto del Contatto stesso. Si approvano specificamente le condizioni contrattuali Beta 80 allegate all'offerta. Ai sensi e per gli effetti di cui agli artt. 1341, 1342 c.c., si dà approvazione specifica alle seguenti clausole: 3 (Durata e rinnovo), 4 (Modalità di esecuzione del contratto), 6 (Adeguamento Corrispettivi), 8 (Recesso), 11 (Garanzie e reclami), 12 (Proprietà dei risultati), 13 (Risoluzione) e si dà altresì approvazione specifica all'intero contenuto del capitolo 6 (Rinvio alle condizioni generali di fornitura) della presente Offerta.","2024-12-11T00:00:00Z","","79789.47","7","0","2","5"
"contract_7010219804_2","701021980402","offer_7010219804_0000084156_beta_80_spa_software_e_sistemi_20250228_v1_v2","2","BETA 80 S.P.A. SOFTWARE E SISTEMI","70932316709617","IT","Telecom Italia S.p.A.","Ordine di rinnovo e fornitura di servizi, licenze e garanzie","IT","{""UTP"": ""Unit\u00e0 di Trasferimento Protocollo"", ""vmware vsphere"": ""Piattaforma di virtualizzazione per server"", ""Datadomain"": ""Sistema di storage per backup e archiviazione"", ""SAN Connectrix"": ""Switch per reti di archiviazione SAN"", ""Smart-UPS"": ""Gruppo di continuit\u00e0 intelligente per la protezione dell'alimentazione"", ""load balancer VLM-500"": ""Dispositivo per il bilanciamento del carico delle applicazioni"", ""Microsoft Office Home and Business"": ""Suite di produttivit\u00e0 per ufficio""}","","120 gg. d.c.f. fine mese. Fatturazione in unica soluzione anticipata. Regime di scissione dei pagamenti (Split Payment). Pagamento a mezzo bonifico bancario. Interessi moratori del 2% sull'European Central Bank Main Refinancing Rate in caso di ritardo, su richiesta scritta del Fornitore, addebitati tramite fattura/nota di debito.","1% del valore dei beni per ogni giorno di ritardo nella consegna (max 10 giorni, poi risoluzione del contratto). Penale di "" 500,00 per ogni violazione accertata delle procedure di accesso ai Siti Telecom Italia.","Clausola risolutiva espressa ex art. 1456 c.c. per inadempimenti specifici (es. dati di sicurezza, ritardo consegna > 10gg, personale, subappalto, divieto di cessione, ispezioni, codice etico, certificazione fornitore, controllo export/import, trattamento dati personali, riservatezza). Facoltà di recesso della Società in caso di cessione/affitto azienda del Fornitore, mutamento controllo societario, rinvio a giudizio/condanna rappresentante, liquidazione/fallimento/procedure concorsuali, recesso/risoluzione contratto con cliente finale, internalizzazione attività. Manleva e indennizzo del Fornitore per pretese da terzi o dal proprio personale. Obbligo di riservatezza. Legge italiana e Foro di Roma per controversie. Clausole di Forza Maggiore applicabili.","2025-01-01T00:00:00Z","2026-12-31T00:00:00Z","75800.0","7","0","2","5"
"contract_7010219871_1","701021987101","offer_7010219871_0000289882_bv_tech_spa_20250304_v1_v1","1","BV TECH S.P.A.","267282143798887","IT","Telecom Italia S.p.A.","Ordine di Servizi Professionali Generici N° 7010219871","IT","{""PAWGENEPP"": ""Servizi Professionali Generico"", ""VAS-030225-109"": ""Codice Esterno associato al servizio"", ""RIFCBV240834.02"": ""Riferimento offerta del fornitore BV TECH"", ""Fatturazione Trimestrale Anticipato"": ""Modalit\u00e0 di pagamento con fatturazione ogni tre mesi in anticipo""}","","Le fatture saranno pagate al fornitore al netto dell'IVA e saranno emesse in regime di scissione dei pagamenti (Split Payment). Pagamento a mezzo bonifico bancario. Condizioni di pagamento: 120 gg. d.c.f. fine mese. Fatturazione: Unica soluzione (Pos. 00001), Trimestrale Anticipato (Pos. 00002).","Penale dell'1% del valore dei beni oggetto della fornitura per ogni giorno di ritardo oltre 10 giorni solari, salvo maggior danno. Penale di "" 500,00 per ogni violazione accertata alle disposizioni di legge in materia di sicurezza del lavoro. Sospensione del pagamento dei corrispettivi o applicazione di una trattenuta a garanzia fino al 20% in caso di mancata regolarizzazione DURC. Risoluzione del contratto ex art. 1456 c.c. per inadempimento a vari obblighi specifici.","Il presente Buono d'Ordine è soggetto alla legge italiana in via esclusiva. Per ogni controversia derivante dal presente Buono d'Ordine sarà competente a decidere il Foro di Roma, escluso ogni altro Foro. La Società si impegna a stipulare e mantenere in vigore per tutta la durata del Contratto con primarie compagnie le necessarie coperture assicurative. Diritto di cessione del Contratto da parte di TIM. Il Fornitore si impegna a mantenere confidenziali e riservati tutti i dati, le notizie e informazioni. Clausole relative al Codice Etico e D.Lgs. 231/01.","2025-01-01T00:00:00Z","2025-12-31T00:00:00Z","79000.0","1","0","0","1"
"contract_7010219924_1","701021992401","offer_7010219924_0000289882_bv_tech_spa_20250304_v1_v1","1","BV TECH S.P.A.","267282143798887","IT","Telecom Italia S.p.A.","Fornitura di Supporto Aggiornamento AIX e Service Restore","IT","{""AIX"": ""Sistema operativo Unix sviluppato da IBM"", ""Service Restore"": ""Procedura di ripristino dei servizi o delle partizioni di sistema"", ""mksysb"": ""Backup completo del sistema AIX, inclusi file di configurazione e dati di sistema""}","","120 gg. d.c.f. fine mese (120 giorni data certificato fattura fine mese); in regime di scissione dei pagamenti (Split Payment); interessi moratori applicabili (2% su tasso BCE).","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna dei beni (risoluzione oltre 10 giorni). Penale di ""500,00 per ogni violazione accertata delle procedure di accesso ai Siti Telecom Italia da parte del personale del Fornitore.","Clausole di risoluzione per inadempimento (es. ritardo consegna > 10 giorni per beni, violazioni procedure personale/contributi, violazioni subappalto, ispezioni, codice etico, D.Lgs. 231/01, certificazione fornitore, anti-corruzione, controlli export/import, trattamento dati personali, riservatezza); Recesso per mutamento assetto societario, rinvio a giudizio rappresentante, liquidazione fornitore, risoluzione contratto cliente finale, internalizzazione attività. Responsabilità e Manleva del Fornitore per vizi/difetti, violazione diritti proprietà intellettuale, pretese del personale, danni da sue azioni. Riservatezza di dati e informazioni comunicate. Foro competente: Roma.","2025-01-01T00:00:00Z","2025-12-31T00:00:00Z","7700.0","1","0","0","1"
"contract_7010219944_1","701021994401","offer_7010219944_0000362810_italtel_spa_20250312_v1_v1","1","ITALTEL SPA","36916210345317","networking","Telecom Italia S.p.A.","Fornitura Licenze ZOOM","IT","{""Licenze ZOOM"": ""Autorizzazioni software per l'utilizzo della piattaforma di videoconferenza ZOOM"", ""Financial Conference"": ""Evento aziendale specifico per discussioni finanziarie""}","","120 gg. d.c.f. fine mese. Fatturazione in regime di scissione dei pagamenti (Split Payment). Applicazione di interessi moratori del 2% sull'European Central Bank Main Refinancing Rate in caso di ritardo, su richiesta del fornitore, da saldare entro 60 giorni dall'ultimo giorno del mese di emissione della fattura/nota di debito.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna, se il ritardo supera 10 giorni solari la Società ha diritto di risolvere il Buono d'Ordine. Penale di ""500,00 per ogni violazione accertata delle disposizioni sulla procedura di 'Accesso ai Siti Telecom Italia' da parte del personale del Fornitore.","La Società si riserva la facoltà di recesso in caso di: cessione/affitto d'azienda o ramo d'azienda del Fornitore, mutamento del controllo societario del Fornitore, rinvio a giudizio o condanna di rappresentanti del Fornitore per delitti relativi alla gestione d'impresa, assoggettamento del Fornitore a liquidazione o procedure concorsuali. La Società può inoltre recedere in caso di recesso o risoluzione anticipata del contratto tra la Società e il suo cliente, o in caso di internalizzazione delle attività oggetto della fornitura, con preavviso di 60 giorni solari. Il Buono d'Ordine si risolve ex art. 1456 c.c. per inadempimenti specifici (es. scheda dati di sicurezza, ritardo consegna, personale e contributi, subappalto, divieto di cessione crediti, ispezioni, codice etico, certificazione fornitore, controllo esportazioni/importazioni, trattamento dati personali, riservatezza).","2025-03-04_04:03:20.158Z","2025-12-31_23:59:59.000Z","3100.0","1","0","1","0"
